key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
"",Sports Medicine Training of Pediatric Residents in the United States: A Survey of Program Directors and Chief Residents,2003,1,1,International Pediatrics,,18,3,149-155,"Patel, D. R. and Halley, M. and Greydanus, D. E. and Babcock, M. A.",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L38111760,English,,,"The main objective of this study was to assess to the content, adequacy and quality of sports medicine training of pediatric residents in United States. A cross-sectional survey of pediatric program directors and chief residents of the 209 Accreditation Council for Graduate Medical Education (ACGME) accredited categorical pediatric residency programs in the United States was used. A total of 132 (64%) responses from program directors and 110 (53%) from chief residents were returned and analyzed separately; responses from the same programs were also compared. Results: 19.7% of program directors and 10.7% of chief residents reported having a formal sports medicine curriculum; 40.1% of program directors and 31.8% of chief residents reported that the program offered a sports medicine elective, while sports medicine training occurred as part of other rotations in various programs. Almost all programs offered such an elective especially for second or third year residents. The survey showed that 59.8% of program directors reported that their sports medicine training was supervised by a pediatrician, and 35.4% reported that the supervising pediatrician was certified in sports medicine. Based on these program directors' responses, the sports medicine educational experiences mainly included lectures/didactics (81.1%); training in a sports medicine clinic/ office (62.1%); on field/sideline coverage (22.7%); and casting/splinting/ taping (49.2%). The chief residents were asked to rate the adequacy of such educational experiences as well as rate their comfort level in managing common sports medicine problems. Only a small percentage of pediatric programs in the United States provide adequate training in sports medicine. The quality of the educational experience needs improvement. Research should be directed at identifying the best strategies of providing sports medicine training during pediatric residency.","L38111760     2004-02-05 RAYYAN-INCLUSION: {""Lindsay""=>false}"
23522660,Flap outcomes when training residents in microvascular anastomosis in the head and neck,2013,1,1,Am J Otolaryngol,0196-0709 (Print) 0196-0709,34,5,407-10,"Patel, U. A. and Lin, A. C.",,eng,,,"OBJECTIVE: Microvascular anastomosis is generally performed by attending surgeons or fellows, with published success rates >95%. Since otolaryngology residents do not typically perform microvascular anastomosis, it is unknown if they achieve similar results. The objective of this study is to determine the success rate and complication rate during free flap reconstruction when microvascular anastomosis is performed in part by otolaryngology chief residents. STUDY DESIGN: Multi-institutional retrospective review. SETTING: Academic, tertiary-care referral centers. SUBJECTS AND METHODS: Consecutive patients who underwent microvascular reconstruction by the Department of Otolaryngology from 2004 through 2011. All patients had >50% of the arterial and venous anastomoses performed by the chief resident. RESULTS: The study included 93 consecutive free flaps in 88 patients: 43 radial forearm, 14 anterolateral thigh, and 36 fibula. There were 71 males and 22 females with mean age of 53. The pre-operative diagnosis was squamous cell carcinoma in 78%, with 27% of patients having previously received radiotherapy and 13% of patients having had previous neck surgery. There were no instances when resident-placed sutures required revision, nor was there a perceived need to revise such an anastomosis intraoperatively. Overall flap success rate was 97%. The anastomotic complication rate was 4.3%, with venous thrombosis in three cases and arterial hemorrhage in one case. CONCLUSION: Overall free flap success rate and anastomosis-related complications with residents performing portions of the microvascular anastomosis are comparable to published studies. Otolaryngology chief residents can safely participate in microsuturing, which is a single facet in the broader skill set of a microvascular surgeon.","1532-818x     Patel, Urjeet A     Lin, Alice C     Comparative Study     Journal Article     Multicenter Study     Research Support, Non-U.S. Gov't     United States     Am J Otolaryngol. 2013 Sep-Oct;34(5):407-10. doi: 10.1016/j.amjoto.2013.02.005. Epub 2013 Mar 19.
Patel, Urjeet A     Lin, Alice C     eng     Comparative Study     Multicenter Study     Research Support, Non-U.S. Gov't     Am J Otolaryngol. 2013 Sep-Oct;34(5):407-10. doi: 10.1016/j.amjoto.2013.02.005. Epub 2013 Mar 19.
Patel, Urjeet A     Lin, Alice C     eng     Comparative Study     Multicenter Study     Research Support, Non-U.S. Gov't     Am J Otolaryngol. 2013 Sep-Oct;34(5):407-10. doi: 10.1016/j.amjoto.2013.02.005. Epub 2013 Mar 19.
Patel, Urjeet A     Lin, Alice C     eng     Comparative Study     Multicenter Study     Research Support, Non-U.S. Gov't     Am J Otolaryngol. 2013 Sep-Oct;34(5):407-10. doi: 10.1016/j.amjoto.2013.02.005. Epub 2013 Mar 19. RAYYAN-INCLUSION: {""Lindsay""=>false}"
1582827,Results of the 1991 survey of the American Association of Academic Chief Residents in Radiology,1992,1,1,Invest Radiol,0020-9996 (Print) 0020-9996,27,5,402-5,"Perry, M. A. and Smith, D. K. and Wilson, A. J. and Evens, R. G.",,eng,,,,"Perry, M A     Smith, D K     Wilson, A J     Evens, R G     Journal Article     United States     Invest Radiol. 1992 May;27(5):402-5.
Perry, M A     Smith, D K     Wilson, A J     Evens, R G     eng     Invest Radiol. 1992 May;27(5):402-5.
Perry, M A     Smith, D K     Wilson, A J     Evens, R G     eng     Invest Radiol. 1992 May;27(5):402-5.
Perry, M A     Smith, D K     Wilson, A J     Evens, R G     eng     Invest Radiol. 1992 May;27(5):402-5. RAYYAN-INCLUSION: {""Lindsay""=>false}"
20518691,Laparoscopic appendectomy as an initial step in independent laparoscopic surgery by surgical residents,2010,1,1,J Laparoendosc Adv Surg Tech A,1092-6429,20,5,447-50,"Perry, Z. H. and Netz, U. and Mizrahi, S. and Lantsberg, L. and Kirshtein, B.",,eng,,,"BACKGROUND: Laparoscopic appendectomy (LA) can be used as a training model for the start of the independent experience of young residents. We tried to evaluate whether LA is a risk factor for patients when it is done by novice surgeons during the different steps of their training. MATERIALS AND METHODS: A retrospective study of all the patients who underwent LA in our department between 2000 and 2008 was conducted. The patients were operated on by novice surgeons, chief residents, and senior surgeons. Preoperative variables were compared, as well as surgical outcomes and complications. RESULTS: During the study period, 477 LA, were performed on 320 women and 157 men, with a mean age of 39 years. In 11 cases (2.3%), the operation was converted. No difference was found in preoperative patient status. There was no difference between groups in the rate of accurate preoperation diagnosis, in comparison with the pathologic report. The rates of conversion, postoperative complications, and negative appendectomies were similar between residents and seniors. These findings were also found in a subgroup analysis, in which we compared each group. CONCLUSIONS: There is no additional risk in a LA done by a resident, whether a chief or a novice. LA is a good model for training young surgeons in laparoscopic surgery: It enables the young surgeon to engage and lead a real case and does not imbue any risk upon the patient.","1557-9034     Perry, Zvi H     Netz, Uri     Mizrahi, Solly     Lantsberg, Leonid     Kirshtein, Boris     Journal Article     United States     J Laparoendosc Adv Surg Tech A. 2010 Jun;20(5):447-50. doi: 10.1089/lap.2009.0430.
Perry, Zvi H     Netz, Uri     Mizrahi, Solly     Lantsberg, Leonid     Kirshtein, Boris     eng     J Laparoendosc Adv Surg Tech A. 2010 Jun;20(5):447-50. doi: 10.1089/lap.2009.0430.
Perry, Zvi H     Netz, Uri     Mizrahi, Solly     Lantsberg, Leonid     Kirshtein, Boris     eng     J Laparoendosc Adv Surg Tech A. 2010 Jun;20(5):447-50. doi: 10.1089/lap.2009.0430.
Perry, Zvi H     Netz, Uri     Mizrahi, Solly     Lantsberg, Leonid     Kirshtein, Boris     eng     J Laparoendosc Adv Surg Tech A. 2010 Jun;20(5):447-50. doi: 10.1089/lap.2009.0430. RAYYAN-INCLUSION: {""Lindsay""=>false}"
15766698,Results of the 2004 survey of the American Association of Academic Chief Residents in Radiology,2005,1,1,Acad Radiol,1076-6332 (Print) 1076-6332,12,3,373-8,"Peterson, C. M. and Gerstle, R. and Bhalla, S. and Menias, C. O. and Jost, R. G.",,eng,,,"RATIONALE AND OBJECTIVE: Every year, the American Association of Academic Chief Residents in Radiology (A3CR2) conducts a survey of the chief residents in accredited radiology programs in the United States and Canada. The purpose of the survey is to evaluate current residents' opinions regarding a number of different issues pertaining to their educational experience, work responsibilities, and benefits. This information is useful in monitoring patterns of change in resident attitudes toward their experiences within their residency training programs. MATERIALS AND METHODS: Online surveys were made available to the chief residents from 193 training programs in North America. For the most part, the questions were presented in a multiple-choice format, with additional space for elaboration or comments provided for many of the items. Some questions are repeated annually, addressing general topics such as salary and hospital size. However, new questions are incorporated each year. In particular, this year's survey included questions pertaining to Armed Forces Institute of Pathology course funding, and advanced cardiac life support (ACLS) /basic life support certification and changes in duty work hour and call requirements in the face of changing ACGME (Accreditation Council for Graduate Medical Education) regulations. RESULTS: The results of the survey were then tabulated, and responses to several of the repeated questions were compared with those from prior surveys dating back to 1996. This year's response rate was 55%, with 106 unique responses received. This represents an improvement since last year's survey, when the response rate was 41%. In some cases, more than one response was generated by a given residency program, in which case the questionnaire that was more thoroughly completed was used for statistical analysis. Responses were received from chief residents in 37 states and in Canada. The largest number of respondents was from New York, and 80% percent of respondents were from programs affiliated with a university. Forty-two percent were incoming chief residents with less than 3 months' experience, whereas 58% were outgoing chief residents with less than 9 months remaining in their tenure. CONCLUSION: The majority of respondents report that changes made by their respective programs as the result of new ACGME maximum duty hour standards have been viewed favorably by radiology residents. Many training programs have moved toward a night float based call system in order to maintain compliance. Nearly all programs have overnight in-house radiology resident coverage, but there has been a slight decline in the percentage of programs that provide in-house attending coverage at night. The majority of residents, however, have access to attendings after-hours by pager. Finally, resident salaries and benefits continue to increase, as has been the trend over the past several years.","Peterson, Christine M     Gerstle, Ronald     Bhalla, Sanjeev     Menias, Christine O     Jost, R Gilbert     Journal Article     United States     Acad Radiol. 2005 Mar;12(3):373-8. doi: 10.1016/j.acra.2004.12.014.
Peterson, Christine M     Gerstle, Ronald     Bhalla, Sanjeev     Menias, Christine O     Jost, R Gilbert     eng     Acad Radiol. 2005 Mar;12(3):373-8. doi: 10.1016/j.acra.2004.12.014.
Peterson, Christine M     Gerstle, Ronald     Bhalla, Sanjeev     Menias, Christine O     Jost, R Gilbert     eng     Acad Radiol. 2005 Mar;12(3):373-8. doi: 10.1016/j.acra.2004.12.014.
Peterson, Christine M     Gerstle, Ronald     Bhalla, Sanjeev     Menias, Christine O     Jost, R Gilbert     eng     Acad Radiol. 2005 Mar;12(3):373-8. doi: 10.1016/j.acra.2004.12.014. RAYYAN-INCLUSION: {""Lindsay""=>true}"
12455251,The accelerated residency program: the Marshall University family practice 9-year experience,2002,1,1,Fam Med,1938-3800,34,9,669-72,"Petrany, S. M. and Crespo, R.",,eng,,,"BACKGROUND: In 1989, the American Board of Family Practice (ABFP) approved the first of 12 accelerated residency programs in family practice. These experimental programs provide a 1-year experience for select medical students that combines the requirements of the fourth year of medical school with those of the first year of residency, reducing the total training time by 1 year. This paper reports on the achievements and limitations of the Marshall University accelerated residency program over a 9-year period that began in 1992. METHODS: Several parameters have been monitored since the inception of the accelerated program and provide the basis for comparison of accelerated and traditional residents. These include initial resident characteristics, performance outcomes, and practice choices. RESULTS: A total of 16 students were accepted into the accelerated track from 1992 through 1998. During the same time period, 44 residents entered the traditional residency program. Accelerated resident tended to be older and had more career experience than their traditional counterparts. As a group, the accelerated residents scored an average of 30 points higher on the final in-training exams provided by the ABFP. All residents in both groups remained at Marshall to complete the full residency training experience, and all those who have taken the ABFP certifying exam have passed. Accelerated residents were more likely to practice in West Virginia, consistent with one of the initial goals for the program. In addition, accelerated residents were more likely to be elected chief resident and choose an academic career than those in the traditional group. Both groups opted for small town or rural practice equally. CONCLUSIONS: The Marshall University family practice 9-year experience with the accelerated residency track demonstrates that for carefully selected candidates, the program can provide an overall shortened path to board certification and attract students who excel academically and have high leadership potential. Reports from other accelerated programs are needed to fully assess the outcomes of this experiment in postgraduate medical education.","Petrany, Stephen M     Crespo, Richard     Journal Article     United States     Fam Med. 2002 Oct;34(9):669-72.
Petrany, Stephen M     Crespo, Richard     eng     Fam Med. 2002 Oct;34(9):669-72.
Petrany, Stephen M     Crespo, Richard     eng     Fam Med. 2002 Oct;34(9):669-72.
Petrany, Stephen M     Crespo, Richard     eng     Fam Med. 2002 Oct;34(9):669-72. RAYYAN-INCLUSION: {""Lindsay""=>false}"
2006-01427-026,Artistry in Leadership: Comment,2005,1,1,Journal of the American Academy of Psychiatry and the Law,1093-6793,33,4,565-565,"Petrica, Stephen C.",http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2006-01427-026&site=ehost-live&scope=site,,,,"Comments on the biographical note by Ezra Griffith (see record [rid]2005-03316-003[/rid]) about Bob Phillips. The author recalls working as a paraprofessional on the inpatient unit where Dr. Phillips served as chief resident, and describes his success at maintaining calm and control among a restive patient population. He comments that Dr. Griffith, therefore, rightly points to the inadequately understood role of 'performance' as a dimension of our professional competence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Division of Child and Adolescent Psychiatry, University of Maryland School of Medicine, Baltimore, MD, US. Release Date: 20060313. Correction Date: 20161201. Publication Type: Journal (0100), Peer Reviewed Journal (0110). Format Covered: Electronic. Document Type: Comment/Reply. Language: English. Major Descriptor: Biography; Forensic Psychiatry; Psychiatrists. Classification: Professional Psychological & Health Personnel Issues (3400). References Available: Y. Page Count: 1. Issue Publication Date: Dec, 2005. RAYYAN-INCLUSION: {""Lindsay""=>false}"
26221435,Coleadership Among Chief Residents: Exploration of Experiences Across Specialties,2015,1,1,J Grad Med Educ,1949-8349 (Print)     1949-8357,7,2,203-7,"Pettit, J. E.",,eng,,,"BACKGROUND: Many departments have multiple chief residents. How these coleaders relate to each other could affect their performance, the residency program, and the department. OBJECTIVE: This article reports on how co-chiefs work together during the chief year, and what may allow them to be more effective coleaders. METHODS: A phenomenological research design was used to investigate experiences of outgoing chief residents from 13 specialties at the University of Iowa Hospitals and Clinics over a 2-year period from 2012 through 2013. Thematic analysis of semistructured interviews was conducted to investigate commonalities and recommendations. RESULTS: Face-to-face interviews with 19 chief residents from 13 different specialties identified experiences that helped co-chiefs work effectively with each other in orienting new co-chiefs, setting goals and expectations, making decisions, managing interpersonal conflict, leadership styles, communicating, working with program directors, and providing evaluations and feedback. Although the interviewed chief residents received guidance on how to be an effective chief resident, none had been given advice on how to effectively work with a co-chief, and 26% (5 of 19) of the respondents reported having an ineffective working relationship with their co-chief. CONCLUSIONS: Chief residents often colead in carrying out their multiple functions. To successfully function in a multichief environment, chief residents may benefit from a formal co-orientation in which they discuss goals and expectations, agree on a decision-making process, understand each other's leadership style, and receive feedback on their efficacy as leaders.","Pettit, Jeffrey E     Journal Article     United States     J Grad Med Educ. 2015 Jun;7(2):203-7. doi: 10.4300/JGME-D-14-00298.1.
Pettit, Jeffrey E     eng     J Grad Med Educ. 2015 Jun;7(2):203-7. doi: 10.4300/JGME-D-14-00298.1.
Pettit, Jeffrey E     eng     J Grad Med Educ. 2015 Jun;7(2):203-7. doi: 10.4300/JGME-D-14-00298.1.
Pettit, Jeffrey E     eng     J Grad Med Educ. 2015 Jun;7(2):203-7. doi: 10.4300/JGME-D-14-00298.1. RAYYAN-INCLUSION: {""Lindsay""=>true}"
19476794,The present and future use of physician extenders in general surgery training programs: one response to the 80-hour work week,2009,1,1,J Am Coll Surg,1072-7515 (Print) 1072-7515,208,4,587-91,"Pezzi, C. and Leibrandt, T. and Suryadevara, S. and Heller, J. K. and Hurley-Martonik, D. and Kukora, J. S.",,eng,,,"BACKGROUND: The aim of this study was to assess the use of physician extenders (PEs) in general surgery residency programs. STUDY DESIGN: We surveyed the program directors in surgery for the number of chief residents, PEs on general surgery services, PE duties, whether PEs were hired in response to Accreditation Council for Graduate Medical Education work-hour restrictions, plans to hire additional PEs, and program type. Data were analyzed using the Student's t-test; p values are two-tailed and considered significant if <0.05. RESULTS: There were 163 programs (65%) that responded, (87 university, 70 nonuniversity, and 6 military programs), with a total of 689 graduating chief residents per year. One hundred sixty programs use 840 PEs (median, 3.5 PEs per program; mean, 5.3 PEs per program, 2 PEs per chief resident). One hundred twenty-seven programs (79%) use at least 1 PE (range 1 to 50 PEs); 93 programs (57%) hired 513 (61%) PEs in response to work-hour restrictions. Before 2003, the mean number of PEs per program was 2.0; after 2003, there were 5.3 per program (p=0.0001). Most common uses of PEs included taking histories and physicals (84%), seeing consults (58%), first-assisting (52%), and seeing patients in the emergency department (47%). Forty-seven of 162 (29%) programs plan to hire more PEs in the next 3 years, 76 programs (47%) would like to, but are unsure of funding; 23 programs (14%) are not planning to increase the total, and 16 programs (10%) are unsure. With available funding, 431 additional PEs may be hired in the next 3 years, for a total of 1,271 PEs in 163 programs, or an average of 7.8 PEs per program and 1.8 PEs per chief resident. CONCLUSIONS: PEs have been hired in large numbers to assist on general surgery teaching services, with most hired in response to Accreditation Council for Graduate Medical Education work-hour restrictions, and most of their duties are intended to aid resident education. Almost 80% of programs currently use PEs; 76% would like to hire more. Currently 1.2 PEs are used per graduating chief resident; this could increase to 1.8 PEs per chief resident in the next 3 years.","1879-1190     Pezzi, Christopher     Leibrandt, Thomas     Suryadevara, Sree     Heller, Janice K     Hurley-Martonik, Donna     Kukora, John S     Journal Article     United States     J Am Coll Surg. 2009 Apr;208(4):587-91. doi: 10.1016/j.jamcollsurg.2009.01.009.
Pezzi, Christopher     Leibrandt, Thomas     Suryadevara, Sree     Heller, Janice K     Hurley-Martonik, Donna     Kukora, John S     eng     J Am Coll Surg. 2009 Apr;208(4):587-91. doi: 10.1016/j.jamcollsurg.2009.01.009.
Pezzi, Christopher     Leibrandt, Thomas     Suryadevara, Sree     Heller, Janice K     Hurley-Martonik, Donna     Kukora, John S     eng     J Am Coll Surg. 2009 Apr;208(4):587-91. doi: 10.1016/j.jamcollsurg.2009.01.009.
Pezzi, Christopher     Leibrandt, Thomas     Suryadevara, Sree     Heller, Janice K     Hurley-Martonik, Donna     Kukora, John S     eng     J Am Coll Surg. 2009 Apr;208(4):587-91. doi: 10.1016/j.jamcollsurg.2009.01.009. RAYYAN-INCLUSION: {""Lindsay""=>false}"
30075880,A Chief Resident-Driven Curriculum Designed to Improve Core Exam Performance at a Small Community Radiology Residency Program,2018,1,1,Curr Probl Diagn Radiol,0363-0188,,,"","Pfeifer, C. M.",,eng,,,,"1535-6302     Pfeifer, Cory M     Journal Article     United States     Curr Probl Diagn Radiol. 2018 Jun 27. pii: S0363-0188(18)30078-1. doi: 10.1067/j.cpradiol.2018.06.003.
Pfeifer, Cory M     eng     Curr Probl Diagn Radiol. 2018 Jun 27. pii: S0363-0188(18)30078-1. doi: 10.1067/j.cpradiol.2018.06.003.
Pfeifer, Cory M     eng     Curr Probl Diagn Radiol. 2018 Jun 27. pii: S0363-0188(18)30078-1. doi: 10.1067/j.cpradiol.2018.06.003.
Pfeifer, Cory M     eng     Curr Probl Diagn Radiol. 2018 Jun 27. pii: S0363-0188(18)30078-1. doi: 10.1067/j.cpradiol.2018.06.003. RAYYAN-INCLUSION: {""Lindsay""=>false}"
28377249,Trends in Resident Operative Teaching Opportunities for Treatment of Intracranial Aneurysms,2017,1,1,World Neurosurg,1878-8750 (Print),103,,194-200,"Piazza, M. and Nayak, N. and Ali, Z. and Heuer, G. and Sanborn, M. and Stein, S. and Schuster, J. and Grady, M. S. and Malhotra, N. R.",,eng,,,"OBJECTIVE: The International Subarachnoid Aneurysm Trial heralded a paradigm shift in the treatment of intracranial aneurysms. During this same time frame, neurosurgical training programs increased in size and scope. The present study examines the impact of trends in surgical clipping and the endovascular treatment of intracranial aneurysms, over one decade, and the neurosurgical resident complement on the resident teaching environment using the Nationwide Inpatient Sample (NIS). METHODS: The NIS was used to estimate the number of aneurysms treated with either surgical clipping and endovascular methods from 2002 through 2011 at teaching institutions. Teaching opportunities per year per resident or chief resident were calculated as the ratio of the number of specified cases to the average number of neurosurgical trainees by year. Annualized trends were assessed. RESULTS: Over the study period, the percent change in odds of occurrence of a clipped ruptured aneurysm was -15.6% per year (P < 0.001) and of ruptured aneurysms undergoing endovascular treatment was 18.7% per year (P < 0.001) within teaching institutions. This corresponded to a decline in teaching opportunities for clipped ruptured aneurysms for both residents and chief residents (P < 0.001). In contrast, teaching opportunities for endovascular treatment of both ruptured and unruptured aneurysms increased dramatically over the study period. CONCLUSIONS: There has been a significant decrease in opportunity for operative exposure to craniotomy for ruptured aneurysm clipping over the past decade, whereas the volume of endovascular procedures for aneurysms has dramatically increased, highlighting the need for a shift in training strategy for those neurosurgeons graduating from residency desiring to subspecialize in neurovascular neurosurgery.","1878-8769     Piazza, Matthew     Nayak, Nikhil     Ali, Zarina     Heuer, Gregory     Sanborn, Matthew     Stein, Sherman     Schuster, James     Grady, M Sean     Malhotra, Neil R     Journal Article     United States     World Neurosurg. 2017 Jul;103:194-200. doi: 10.1016/j.wneu.2017.03.124. Epub 2017 Apr 2.
Piazza, Matthew     Nayak, Nikhil     Ali, Zarina     Heuer, Gregory     Sanborn, Matthew     Stein, Sherman     Schuster, James     Grady, M Sean     Malhotra, Neil R     eng     World Neurosurg. 2017 Jul;103:194-200. doi: 10.1016/j.wneu.2017.03.124. Epub 2017 Apr 2.
Piazza, Matthew     Nayak, Nikhil     Ali, Zarina     Heuer, Gregory     Sanborn, Matthew     Stein, Sherman     Schuster, James     Grady, M Sean     Malhotra, Neil R     eng     World Neurosurg. 2017 Jul;103:194-200. doi: 10.1016/j.wneu.2017.03.124. Epub 2017 Apr 2.
Piazza, Matthew     Nayak, Nikhil     Ali, Zarina     Heuer, Gregory     Sanborn, Matthew     Stein, Sherman     Schuster, James     Grady, M Sean     Malhotra, Neil R     eng     World Neurosurg. 2017 Jul;103:194-200. doi: 10.1016/j.wneu.2017.03.124. Epub 2017 Apr 2. RAYYAN-INCLUSION: {""Lindsay""=>false}"
2059110,Administrative physiatry,1991,1,1,Arch Phys Med Rehabil,0003-9993,72,6,413-6,"Pidikiti, R. D. and Marshall, H. E. and Bartolucci, A. A.",,eng,,,"Results of a mail survey of physiatrists and residents in physical medicine and rehabilitation indicate that physiatrists need administrative/managerial skills in their practices. For physiatrists to initiate new programs, they need skills in program planning and development, resource management, and similar areas. Experience gained as chief resident appears to have a positive bearing on gaining administrative/managerial skills. Similarly, experience in dealing with multidisciplinary treatment teams also seems to help. However, survey results indicate that formal training to acquire administrative/managerial skills or to lead multidisciplinary treatment teams is not offered in many residency programs. Physical medicine and rehabilitation residency curricula require that residents learn management techniques consistent with their team leadership roles. We suggest several methods of offering formal training to residents and to physiatrists in practice, via continuing education.","Pidikiti, R D     Marshall, H E     Bartolucci, A A     Journal Article     United States     Arch Phys Med Rehabil. 1991 May;72(6):413-6.
Pidikiti, R D     Marshall, H E     Bartolucci, A A     eng     Arch Phys Med Rehabil. 1991 May;72(6):413-6.
Pidikiti, R D     Marshall, H E     Bartolucci, A A     eng     Arch Phys Med Rehabil. 1991 May;72(6):413-6.
Pidikiti, R D     Marshall, H E     Bartolucci, A A     eng     Arch Phys Med Rehabil. 1991 May;72(6):413-6. RAYYAN-INCLUSION: {""Lindsay""=>false} | RAYYAN-EXCLUSION-REASONS: wrong population"
24386649,Evaluation of training of residents and chief-residents in visceral and digestive surgery in France: results of a national survey,2013,1,1,J Visc Surg,1878-7886,150,5,297-305,"Piessen, G. and Chau, A. and Mariette, C. and Bouillot, J. L. and Veyrie, N.",,eng,,,"AIM OF THE STUDY: To establish an inventory of the training facilities available to residents and chief-residents in visceral and digestive surgery in France and to assess their satisfaction and their expectations. PARTICIPANTS AND METHODS: An anonymous questionnaire was sent by E-mail in 2011 to all residents and chief-residents in visceral and digestive surgery in France. The questionnaire addressed demographic characteristics, educational resources used and desired, as well as the current medical and university curriculum. The practical and theoretical aspects of training were evaluated. RESULTS: Of 208 residents, 63% responded to the survey (96 residents and 35 chief-residents). Daily practice of surgery and the reading of English-language articles were the two most frequently used teaching resources. Surgical training was judged satisfactory by 41.2% of respondents. In multivariate analysis, only the function of chief-resident (p < 0.001) and authorship as first author of scientific papers (p = 0.041) were associated with a feeling of satisfaction. Surgical training on animals, use of online course materials, and the establishment of a mentoring process during residency were rated favorable by more than 80%. CONCLUSIONS: The majority of residents and chief-residents in visceral and digestive surgery in France believe their training is unsatisfactory. However, this dissatisfaction decreases progressively throughout the training period. Strengthening of companionship through tutoring, better information on existing resources, and improved access to surgical training in animals should enhance satisfaction.","1878-7886     Piessen, G     Chau, A     Mariette, C     Bouillot, J L     Veyrie, N     Journal Article     Multicenter Study     France     J Visc Surg. 2013 Nov;150(5):297-305.
Piessen, G     Chau, A     Mariette, C     Bouillot, J L     Veyrie, N     eng     Multicenter Study     France     J Visc Surg. 2013 Nov;150(5):297-305.
Piessen, G     Chau, A     Mariette, C     Bouillot, J L     Veyrie, N     eng     Multicenter Study     France     J Visc Surg. 2013 Nov;150(5):297-305.
Piessen, G     Chau, A     Mariette, C     Bouillot, J L     Veyrie, N     eng     Multicenter Study     France     J Visc Surg. 2013 Nov;150(5):297-305. RAYYAN-INCLUSION: {""Lindsay""=>false}"
"",The role of the University of Minnesota Global Health Chief Resident in Minnesota and Tanzania,2016,1,1,Annals of Global Health,2214-9996,82,3,492-493,"Pogemiller, H. and Gandhi, S. and Fabrizius, R. and Rothenberger, M. and Walker, P. and Rhodes, M.",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L614045112,English,,,"Program Purpose: There is a growing need to incorporate global health (GH) education into United States (US) residency curricula. The need is equally great to fortify international professional connections and support low-resource medical systems in a non-intrusive, sustainable, and culturally appropriate manner. Global Health Chief Residents (GHCRs) at the University of Minnesota (UMN) serve as clinical educators and advocates in the field of GH for all internal medicine (IM) and medicine-pediatrics (MP) residents as well as collaborators with Tanzanian providers in Arusha, Tanzania. Structure: Two GHCRs are chosen annually from the IM and MP residency classes to rotate for 6 months between the UMN IM Residency Program in Minneapolis and in 2 hospitals in Arusha. At UMN, they incorporate GH concepts into weekly residency conferences, are a resource for residents caring for international patients, coordinate and support residents on international rotations (co-teaching pre-departure orientation and tracking completion of safety requirements), and guide residents on the GH Pathway toward mentors and educational opportunities. They help to facilitate the Live GH Course and monthly Travel and Tropical Medicine Seminars. In Arusha, they orient and support visiting international residents and students. They are a resource for Tanzanian medical providers, giving lectures, teaching bedside ultrasound, rounding as consultants, and implementing quality improvement projects. Outcome & Evaluation: GHCRs have integrated GH into residency- wide morning reports and morbidity and mortality conferences. They have conducted a resident survey to gauge awareness of opportunities and baseline GH knowledge. They have supported integration of visiting medical students and residents into the Tanzanian medical system, which has decreased the burden on the local system while increasing the value of this international rotation. GHCRs have forged relationships in Tanzania, supporting the education of local medical trainees and facilitating Tanzanian provider visits to UMN. Going Forward: While the role of the GHCRs in Arusha remains flexible, the ultimate goal is to create a reliable presence for US providers traveling abroad and Tanzanian medical providers. This will decrease the burden on the Tanzanian medical system as well as strengthen consultation connections abroad, paving the way for sustainable bilateral exchange.","L614045112     2017-01-17 RAYYAN-INCLUSION: {""Lindsay""=>true}"
"",Access for percutaneous nephrolithotomy by urologists: Safe and effective,2010,1,1,Journal of Endourology,,24,,A145,"Poteet, J. R. and Desouza, R.",http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L70295456     http://dx.doi.org/10.1089/end.2010.2003.supp,English,,,"Introduction: Access for PCNL surgery is critical to successful removal of stone burden and is often performed by a specialist other than a urologist. However, in many regions there is limited availability of such personnel. Purpose: We reviewed the complication rates related to PCNL access when performed at a teaching hospital to establish that access for PCNL may be safely taught to and performed by urology residents. Chief urology residents across the nation were also anonymously surveyed to understand the current trends regarding PCNL access in teaching institutions. Materials and Methods: A retrospective chart review was performed of all PCNL surgeries performed at our institution from 1995 to 2009 for any complications related to surgery. The complication rate was compared to those of the Society of Interventional Radiologists. A survey was also sent to all current urology chief residents regarding their experience with PCNL access during residency. Results: A total of 290 patients underwent PCNL surgery with 338 separate access sites gained at the time of surgery. Access was successfully gained in all cases at the time of surgery. Major and minor complications compared favorably to those put forth by the ACR. Our survey of residents showed a lack of widespread PCNL access instruction. Conclusions: Our results show that access for PCNL surgery can be safely and successfully obtained by GU residents under staff supervision at the time of surgery. We feel that access for PCNL surgery is a valuable tool that should be in the armamentarium of all urologic surgeons upon leaving a urology training program.","L70295456     2010-11-09 RAYYAN-INCLUSION: {""Lindsay""=>false}"
